id	term	variants	translation	stem	forms	note	category	status	short_of
executioner_missile	Executioner Missile					Ракетна здібність бойового літального апарата в доповненні Metropolis, що самонаводиться на ворожий юніт.	Здібності	new	
showstopper_bomb	Showstopper Bomb					Бомбова здібність бойового літального апарата в доповненні Metropolis із відкладеним вибухом.	Здібності	new	
rainmaker	Rainmaker					Ракетний бойовий юніт Федерації з мобільним і розгорнутим режимами в доповненні Metropolis DLC.	Юніти Федерації	new	
red_carpet_barrage	Red Carpet Barrage					Здібність юніта Rainmaker, що створює щільний загороджувальний обстріл шрапнеллю.	Здібності	new	
drone_shield	Drone Shield					Постійне захисне вдосконалення Rainmaker, що створює групу повітряних Drone.	Здібності	new	
crowd_dispersion_gas	Crowd Dispersion Gas					Здібність Peacekeeper Biped у Metropolis DLC, що випускає навколо юніта отруйний газ.	Здібності	new	
deploy_sentinel_drone	Deploy Sentinel Drone					Здібність Peacekeeper Biped у Metropolis DLC для розгортання бойового дрона.	Здібності	new	
flashbang	Flashbang					Здібність із Metropolis DLC, що приголомшує ворогів світлошумовою гранатою.	Здібності	new	
deploy_bomber_drone	Deploy Bomber Drone					Здібність із Metropolis DLC для розгортання керованого вибухового дрона.	Здібності	new	
deploy_flame_trap	Deploy Flame Trap					Здібність із Metropolis DLC для встановлення вогняної пастки.	Здібності	new	
